"serialNumber","vehicleCode","deviceName","protocolType","troubleCodes","engineStatus","odometer","fuelLevel","batteryVoltage","lastEngineDataAt","dataFreshnessStatus"
"NEHUB-DEV-0156","NEHUB-V-0156","Certification GPS-500","GPS","","Moving","42937.4","70.5","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0157","NEHUB-V-0157","Certification GPS-500","GPS","","Moving","42949.4","70","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0158","NEHUB-V-0158","Certification GPS-500","GPS","","Moving","42961.5","69.5","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0159","NEHUB-V-0159","Certification GPS-500","GPS","","Moving","42973.6","69","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0160","NEHUB-V-0160","Certification GPS-500","GPS","","Moving","42985.6","68.5","13.8","2026-08-28T07:38:41Z","Stale"
"NEHUB-DEV-0161","NEHUB-V-0161","Certification GPS-500","GPS","","Moving","42997.7","68","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0162","NEHUB-V-0162","Certification GPS-500","GPS","","Moving","43009.7","67.5","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0163","NEHUB-V-0163","Certification GPS-500","GPS","","Moving","43021.8","67","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0164","NEHUB-V-0164","Certification GPS-500","GPS","","Moving","43033.8","66.5","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0165","NEHUB-V-0165","Certification GPS-500","GPS","","Moving","43045.8","66","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0166","NEHUB-V-0166","Certification GPS-500","GPS","","Moving","43057.9","65.5","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0167","NEHUB-V-0167","Certification GPS-500","GPS","","Moving","43069.9","65","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0168","NEHUB-V-0168","Certification GPS-500","GPS","","Moving","43082","64.5","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0169","NEHUB-V-0169","Certification GPS-500","GPS","","Moving","43094.1","64","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0170","NEHUB-V-0170","Certification GPS-500","GPS","","Moving","43106.1","72","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0171","NEHUB-V-0171","Certification GPS-500","GPS","","Moving","43118.2","71.5","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0172","NEHUB-V-0172","Certification GPS-500","GPS","","Moving","43130.2","71","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0173","NEHUB-V-0173","Certification GPS-500","GPS","","Moving","43142.2","70.5","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0174","NEHUB-V-0174","Certification GPS-500","GPS","","Moving","43154.3","70","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0175","NEHUB-V-0175","Certification GPS-500","GPS","","Moving","43166.3","69.5","13.8","2026-08-28T07:21:41Z","Stale"
"NEHUB-DEV-0176","NEHUB-V-0176","Certification GPS-500","GPS","","Moving","43178","69","13.8","2026-08-28T07:26:41Z","Stale"
"NEHUB-DEV-0177","NEHUB-V-0177","Certification GPS-500","GPS","","Moving","43189.7","68.5","13.8","2026-08-28T07:26:41Z","Stale"
"NEHUB-DEV-0178","NEHUB-V-0178","Certification GPS-500","GPS","","Moving","43201.3","68","13.8","2026-08-28T07:26:41Z","Stale"
"NEHUB-DEV-0179","NEHUB-V-0179","Certification GPS-500","GPS","","Moving","43212.9","67.5","13.8","2026-08-28T07:26:41Z","Stale"
"NEHUB-DEV-0180","NEHUB-V-0180","Certification GPS-500","GPS","","Moving","43224.6","67","13.8","2026-08-28T07:26:41Z","Stale"
"NEHUB-DEV-0181","NEHUB-V-0181","Certification GPS-500","GPS","","Moving","43236.2","66.5","13.8","2026-08-28T07:26:41Z","Stale"
"NEHUB-DEV-0182","NEHUB-V-0182","Certification GPS-500","GPS","","Moving","43247.9","66","13.8","2026-08-28T07:26:41Z","Stale"
"NEHUB-DEV-0183","NEHUB-V-0183","Certification GPS-500","GPS","","Moving","43259.6","65.5","13.8","2026-08-28T07:26:41Z","Stale"
"NEHUB-DEV-0184","NEHUB-V-0184","Certification GPS-500","GPS","","Moving","43271.2","65","13.8","2026-08-28T07:26:41Z","Stale"
"NEHUB-DEV-0185","NEHUB-V-0185","Certification GPS-500","GPS","","Moving","43282.8","64.5","13.8","2026-08-28T07:26:41Z","Stale"
"NEHUB-DEV-0186","NEHUB-V-0186","Certification GPS-500","GPS","","Moving","43294.9","64","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0187","NEHUB-V-0187","Certification GPS-500","GPS","","Moving","43306.9","72","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0188","NEHUB-V-0188","Certification GPS-500","GPS","","Moving","43319","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0189","NEHUB-V-0189","Certification GPS-500","GPS","","Moving","43331.1","71","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0190","NEHUB-V-0190","Certification GPS-500","GPS","","Moving","43343.1","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0191","NEHUB-V-0191","Certification GPS-500","GPS","","Moving","43355.6","70","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0192","NEHUB-V-0192","Certification GPS-500","GPS","","Moving","43368","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0193","NEHUB-V-0193","Certification GPS-500","GPS","","Moving","43380.4","69","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0194","NEHUB-V-0194","Certification GPS-500","GPS","","Moving","43392.9","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0195","NEHUB-V-0195","Certification GPS-500","GPS","","Moving","43405.3","68","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0196","NEHUB-V-0196","Certification GPS-500","GPS","","Moving","111963.2","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0197","NEHUB-V-0197","Certification GPS-500","GPS","","Moving","111973.2","67","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0198","NEHUB-V-0198","Certification GPS-500","GPS","","Moving","111983.2","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0199","NEHUB-V-0199","Certification GPS-500","GPS","J1939 SPN-100-FMI-1","Moving","43457.2","66","13.8","2026-08-28T07:43:41Z","Stale"
"NEHUB-DEV-0200","NEHUB-V-0200","Certification GPS-500","GPS","J1939 SPN-100-FMI-1","Moving","43469.2","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0001","SEDEPOT-V-0001","Certification GPS-500","GPS","","Moving","41234.4","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0002","SEDEPOT-V-0002","Certification GPS-500","GPS","","Moving","41249.7","71","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0003","SEDEPOT-V-0003","Certification GPS-500","GPS","","Moving","41264.9","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0004","SEDEPOT-V-0004","Certification GPS-500","GPS","","Moving","41280.2","70","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0005","SEDEPOT-V-0005","Certification GPS-500","GPS","","Moving","41295.4","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0006","SEDEPOT-V-0006","Certification GPS-500","GPS","","Moving","41310.7","69","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0007","SEDEPOT-V-0007","Certification GPS-500","GPS","","Moving","41325.9","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0008","SEDEPOT-V-0008","Certification GPS-500","GPS","","Moving","41341.2","68","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0009","SEDEPOT-V-0009","Certification GPS-500","GPS","","Moving","41356.4","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0010","SEDEPOT-V-0010","Certification GPS-500","GPS","","Moving","41371.7","67","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0011","SEDEPOT-V-0011","Certification GPS-500","GPS","","Moving","41386.9","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0012","SEDEPOT-V-0012","Certification GPS-500","GPS","","Moving","41402.2","66","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0013","SEDEPOT-V-0013","Certification GPS-500","GPS","","Moving","41417.4","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0014","SEDEPOT-V-0014","Certification GPS-500","GPS","","Moving","41432.7","65","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0015","SEDEPOT-V-0015","Certification GPS-500","GPS","","Moving","41447.9","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0016","SEDEPOT-V-0016","Certification GPS-500","GPS","","Moving","41463.2","64","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0017","SEDEPOT-V-0017","Certification GPS-500","GPS","","Moving","41478.4","72","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0018","SEDEPOT-V-0018","Certification GPS-500","GPS","","Moving","41493.7","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0019","SEDEPOT-V-0019","Certification GPS-500","GPS","","Moving","41508.9","71","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0020","SEDEPOT-V-0020","Certification GPS-500","GPS","","Moving","41524.2","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0021","SEDEPOT-V-0021","Certification GPS-500","GPS","","Moving","41539.4","70","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0022","SEDEPOT-V-0022","Certification GPS-500","GPS","","Moving","41554.7","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0023","SEDEPOT-V-0023","Certification GPS-500","GPS","","Moving","41569.9","69","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0024","SEDEPOT-V-0024","Certification GPS-500","GPS","","Moving","41585.2","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0025","SEDEPOT-V-0025","Certification GPS-500","GPS","","Moving","41600.4","68","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0026","SEDEPOT-V-0026","Certification GPS-500","GPS","","Moving","41615.7","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0027","SEDEPOT-V-0027","Certification GPS-500","GPS","","Moving","41630.9","67","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0028","SEDEPOT-V-0028","Certification GPS-500","GPS","","Moving","41646.2","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0029","SEDEPOT-V-0029","Certification GPS-500","GPS","","Moving","41661.4","66","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0030","SEDEPOT-V-0030","Certification GPS-500","GPS","","Moving","41676.7","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0031","SEDEPOT-V-0031","Certification GPS-500","GPS","","Moving","41691.9","65","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0032","SEDEPOT-V-0032","Certification GPS-500","GPS","","Moving","41707.2","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0033","SEDEPOT-V-0033","Certification GPS-500","GPS","","Moving","41722.4","64","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0034","SEDEPOT-V-0034","Certification GPS-500","GPS","","Moving","41737.7","72","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0035","SEDEPOT-V-0035","Certification GPS-500","GPS","","Moving","41752.9","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0036","SEDEPOT-V-0036","Certification GPS-500","GPS","","Moving","41768.2","71","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0037","SEDEPOT-V-0037","Certification GPS-500","GPS","","Moving","41783.4","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0038","SEDEPOT-V-0038","Certification GPS-500","GPS","","Moving","41798.7","70","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0039","SEDEPOT-V-0039","Certification GPS-500","GPS","","Moving","41813.9","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0040","SEDEPOT-V-0040","Certification GPS-500","GPS","","Moving","41829.2","69","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0041","SEDEPOT-V-0041","Certification GPS-500","GPS","","Moving","41844.4","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0042","SEDEPOT-V-0042","Certification GPS-500","GPS","","Moving","41859.7","68","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0043","SEDEPOT-V-0043","Certification GPS-500","GPS","","Moving","41874.9","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0044","SEDEPOT-V-0044","Certification GPS-500","GPS","","Moving","41890.2","67","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0045","SEDEPOT-V-0045","Certification GPS-500","GPS","","Moving","41905.4","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0046","SEDEPOT-V-0046","Certification GPS-500","GPS","","Moving","41920.7","66","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0047","SEDEPOT-V-0047","Certification GPS-500","GPS","","Moving","41935.9","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0048","SEDEPOT-V-0048","Certification GPS-500","GPS","","Moving","41951.2","65","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0049","SEDEPOT-V-0049","Certification GPS-500","GPS","","Moving","41966.4","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0050","SEDEPOT-V-0050","Certification GPS-500","GPS","","Moving","41981.7","64","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0051","SEDEPOT-V-0051","Certification GPS-500","GPS","","Moving","41996.9","72","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0052","SEDEPOT-V-0052","Certification GPS-500","GPS","","Moving","42012.2","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0053","SEDEPOT-V-0053","Certification GPS-500","GPS","","Moving","42027.4","71","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0054","SEDEPOT-V-0054","Certification GPS-500","GPS","","Moving","42042.7","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0055","SEDEPOT-V-0055","Certification GPS-500","GPS","","Moving","42057.9","70","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0056","SEDEPOT-V-0056","Certification GPS-500","GPS","","Moving","42073.2","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0057","SEDEPOT-V-0057","Certification GPS-500","GPS","","Moving","42088.4","69","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0058","SEDEPOT-V-0058","Certification GPS-500","GPS","","Moving","42103.7","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0059","SEDEPOT-V-0059","Certification GPS-500","GPS","","Moving","42118.9","68","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0060","SEDEPOT-V-0060","Certification GPS-500","GPS","","Moving","42134.2","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0061","SEDEPOT-V-0061","Certification GPS-500","GPS","","Moving","42149.4","67","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0062","SEDEPOT-V-0062","Certification GPS-500","GPS","","Moving","42164.7","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0063","SEDEPOT-V-0063","Certification GPS-500","GPS","","Moving","42179.9","66","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0064","SEDEPOT-V-0064","Certification GPS-500","GPS","","Moving","42195.2","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0065","SEDEPOT-V-0065","Certification GPS-500","GPS","","Moving","42210.4","65","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0066","SEDEPOT-V-0066","Certification GPS-500","GPS","","Moving","42225.7","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0067","SEDEPOT-V-0067","Certification GPS-500","GPS","","Moving","42240.9","64","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0068","SEDEPOT-V-0068","Certification GPS-500","GPS","","Moving","42256.2","72","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0069","SEDEPOT-V-0069","Certification GPS-500","GPS","","Moving","42271.4","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0070","SEDEPOT-V-0070","Certification GPS-500","GPS","","Moving","42286.7","71","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0071","SEDEPOT-V-0071","Certification GPS-500","GPS","","Moving","42301.9","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0072","SEDEPOT-V-0072","Certification GPS-500","GPS","","Moving","42317.2","70","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0073","SEDEPOT-V-0073","Certification GPS-500","GPS","","Moving","42332.4","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0074","SEDEPOT-V-0074","Certification GPS-500","GPS","","Moving","42347.7","69","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0075","SEDEPOT-V-0075","Certification GPS-500","GPS","","Moving","42362.9","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0076","SEDEPOT-V-0076","Certification GPS-500","GPS","","Moving","42378.2","68","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0077","SEDEPOT-V-0077","Certification GPS-500","GPS","","Moving","42393.4","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0078","SEDEPOT-V-0078","Certification GPS-500","GPS","","Moving","42408.7","67","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0079","SEDEPOT-V-0079","Certification GPS-500","GPS","","Moving","42423.9","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0080","SEDEPOT-V-0080","Certification GPS-500","GPS","","Moving","42439.2","66","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0081","SEDEPOT-V-0081","Certification GPS-500","GPS","","Moving","42454.4","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0082","SEDEPOT-V-0082","Certification GPS-500","GPS","","Moving","42469.7","65","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0083","SEDEPOT-V-0083","Certification GPS-500","GPS","","Moving","42484.9","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0084","SEDEPOT-V-0084","Certification GPS-500","GPS","","Moving","42500.2","64","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0085","SEDEPOT-V-0085","Certification GPS-500","GPS","","Moving","42515.4","72","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0086","SEDEPOT-V-0086","Certification GPS-500","GPS","","Moving","42530.7","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0087","SEDEPOT-V-0087","Certification GPS-500","GPS","","Moving","42545.9","71","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0088","SEDEPOT-V-0088","Certification GPS-500","GPS","","Moving","42561.2","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0089","SEDEPOT-V-0089","Certification GPS-500","GPS","","Moving","42576.4","70","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0090","SEDEPOT-V-0090","Certification GPS-500","GPS","","Moving","42591.7","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0091","SEDEPOT-V-0091","Certification GPS-500","GPS","","Moving","42606.9","69","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0092","SEDEPOT-V-0092","Certification GPS-500","GPS","","Moving","42622.2","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0093","SEDEPOT-V-0093","Certification GPS-500","GPS","","Moving","42637.4","68","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0094","SEDEPOT-V-0094","Certification GPS-500","GPS","","Moving","42652.7","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0095","SEDEPOT-V-0095","Certification GPS-500","GPS","","Moving","42667.9","67","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0096","SEDEPOT-V-0096","Certification GPS-500","GPS","","Moving","42683.2","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0097","SEDEPOT-V-0097","Certification GPS-500","GPS","","Moving","42698.4","66","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0098","SEDEPOT-V-0098","Certification GPS-500","GPS","","Moving","42713.7","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0099","SEDEPOT-V-0099","Certification GPS-500","GPS","","Moving","42728.9","65","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0100","SEDEPOT-V-0100","Certification GPS-500","GPS","","Moving","42744.2","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0101","SEDEPOT-V-0101","Certification GPS-500","GPS","","Moving","42759.4","64","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0102","SEDEPOT-V-0102","Certification GPS-500","GPS","","Moving","42774.7","72","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0103","SEDEPOT-V-0103","Certification GPS-500","GPS","","Moving","42789.9","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0104","SEDEPOT-V-0104","Certification GPS-500","GPS","","Moving","42805.2","71","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0105","SEDEPOT-V-0105","Certification GPS-500","GPS","","Moving","42820.4","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0106","SEDEPOT-V-0106","Certification GPS-500","GPS","","Moving","42835.7","70","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0107","SEDEPOT-V-0107","Certification GPS-500","GPS","","Moving","42850.9","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0108","SEDEPOT-V-0108","Certification GPS-500","GPS","","Moving","42866.2","69","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0109","SEDEPOT-V-0109","Certification GPS-500","GPS","","Moving","42881.4","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0110","SEDEPOT-V-0110","Certification GPS-500","GPS","","Moving","42896.7","68","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0111","SEDEPOT-V-0111","Certification GPS-500","GPS","","Moving","42911.9","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0112","SEDEPOT-V-0112","Certification GPS-500","GPS","","Moving","42927.2","67","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0113","SEDEPOT-V-0113","Certification GPS-500","GPS","","Moving","42942.4","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0114","SEDEPOT-V-0114","Certification GPS-500","GPS","","Moving","42957.7","66","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0115","SEDEPOT-V-0115","Certification GPS-500","GPS","","Moving","42972.9","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0116","SEDEPOT-V-0116","Certification GPS-500","GPS","","Moving","42988.2","65","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0117","SEDEPOT-V-0117","Certification GPS-500","GPS","","Moving","43003.4","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0118","SEDEPOT-V-0118","Certification GPS-500","GPS","","Moving","43018.7","64","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0119","SEDEPOT-V-0119","Certification GPS-500","GPS","","Moving","43033.9","72","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0120","SEDEPOT-V-0120","Certification GPS-500","GPS","","Moving","43049.2","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0121","SEDEPOT-V-0121","Certification GPS-500","GPS","","Moving","43064.4","71","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0122","SEDEPOT-V-0122","Certification GPS-500","GPS","","Moving","43079.7","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0123","SEDEPOT-V-0123","Certification GPS-500","GPS","","Moving","43094.9","70","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0124","SEDEPOT-V-0124","Certification GPS-500","GPS","","Moving","43110.2","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0125","SEDEPOT-V-0125","Certification GPS-500","GPS","","Moving","43125.4","69","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0126","SEDEPOT-V-0126","Certification GPS-500","GPS","","Moving","43140.7","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0127","SEDEPOT-V-0127","Certification GPS-500","GPS","","Moving","43155.9","68","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0128","SEDEPOT-V-0128","Certification GPS-500","GPS","","Moving","43171.2","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0129","SEDEPOT-V-0129","Certification GPS-500","GPS","","Moving","43186.4","67","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0130","SEDEPOT-V-0130","Certification GPS-500","GPS","","Moving","43201.7","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0131","SEDEPOT-V-0131","Certification GPS-500","GPS","","Moving","43216.9","66","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0132","SEDEPOT-V-0132","Certification GPS-500","GPS","","Moving","43232.2","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"SEDEPOT-DEV-0133","SEDEPOT-V-0133","Certification GPS-500","GPS","","Moving","43247.4","65","13.8","2026-08-28T07:43:41Z","Stale"
