"serialNumber","vehicleCode","locationLabel","positionSource","positionAccuracy","deviceFixAt","gatewayReceivedAt","dataFreshnessStatus","routingReadiness"
"NEHUB-DEV-0107","NEHUB-V-0107","40.7322, -74.1689","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0108","NEHUB-V-0108","40.7329, -74.1696","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0109","NEHUB-V-0109","40.7336, -74.1703","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0110","NEHUB-V-0110","40.7343, -74.171","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0111","NEHUB-V-0111","40.735, -74.1717","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0112","NEHUB-V-0112","40.7357, -74.1724","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0113","NEHUB-V-0113","40.7364, -74.1731","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0114","NEHUB-V-0114","40.7371, -74.1738","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0115","NEHUB-V-0115","40.7378, -74.1745","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0116","NEHUB-V-0116","40.7385, -74.1752","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0117","NEHUB-V-0117","40.7392, -74.1759","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0118","NEHUB-V-0118","40.7399, -74.1766","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0119","NEHUB-V-0119","40.7406, -74.1773","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0120","NEHUB-V-0120","40.7413, -74.178","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0121","NEHUB-V-0121","40.742, -74.1787","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0122","NEHUB-V-0122","40.7427, -74.1794","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0123","NEHUB-V-0123","40.7434, -74.1801","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0124","NEHUB-V-0124","40.7441, -74.1808","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0125","NEHUB-V-0125","40.7273, -74.164","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0126","NEHUB-V-0126","40.728, -74.1647","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0127","NEHUB-V-0127","40.7287, -74.1654","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0128","NEHUB-V-0128","40.7294, -74.1661","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0129","NEHUB-V-0129","40.7301, -74.1668","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0130","NEHUB-V-0130","40.7308, -74.1675","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0131","NEHUB-V-0131","40.7315, -74.1682","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0132","NEHUB-V-0132","40.7322, -74.1689","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0133","NEHUB-V-0133","40.7329, -74.1696","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0134","NEHUB-V-0134","40.7336, -74.1703","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0135","NEHUB-V-0135","40.7343, -74.171","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0136","NEHUB-V-0136","40.735, -74.1717","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0137","NEHUB-V-0137","40.7357, -74.1724","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0138","NEHUB-V-0138","40.7364, -74.1731","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0139","NEHUB-V-0139","40.7371, -74.1738","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0140","NEHUB-V-0140","40.7378, -74.1745","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0141","NEHUB-V-0141","40.7385, -74.1752","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0142","NEHUB-V-0142","40.7392, -74.1759","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0143","NEHUB-V-0143","40.7399, -74.1766","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0144","NEHUB-V-0144","40.7406, -74.1773","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0145","NEHUB-V-0145","40.7413, -74.178","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0146","NEHUB-V-0146","40.742, -74.1787","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0147","NEHUB-V-0147","40.7427, -74.1794","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0148","NEHUB-V-0148","40.7434, -74.1801","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0149","NEHUB-V-0149","40.7441, -74.1808","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0150","NEHUB-V-0150","40.7273, -74.164","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0151","NEHUB-V-0151","40.728, -74.1647","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0152","NEHUB-V-0152","40.7287, -74.1654","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0153","NEHUB-V-0153","40.7294, -74.1661","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0154","NEHUB-V-0154","40.7301, -74.1668","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0155","NEHUB-V-0155","40.7308, -74.1675","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0156","NEHUB-V-0156","40.7315, -74.1682","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0157","NEHUB-V-0157","40.7322, -74.1689","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0158","NEHUB-V-0158","40.7329, -74.1696","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0159","NEHUB-V-0159","40.7336, -74.1703","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0160","NEHUB-V-0160","40.7343, -74.171","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0161","NEHUB-V-0161","40.735, -74.1717","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0162","NEHUB-V-0162","40.7357, -74.1724","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0163","NEHUB-V-0163","40.7364, -74.1731","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0164","NEHUB-V-0164","40.7371, -74.1738","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0165","NEHUB-V-0165","40.7378, -74.1745","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0166","NEHUB-V-0166","40.7385, -74.1752","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0167","NEHUB-V-0167","40.7392, -74.1759","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0168","NEHUB-V-0168","40.7399, -74.1766","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0169","NEHUB-V-0169","40.7406, -74.1773","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0170","NEHUB-V-0170","40.7413, -74.178","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0171","NEHUB-V-0171","40.742, -74.1787","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0172","NEHUB-V-0172","40.7427, -74.1794","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0173","NEHUB-V-0173","40.7434, -74.1801","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0174","NEHUB-V-0174","40.7441, -74.1808","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0175","NEHUB-V-0175","40.7273, -74.164","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0176","NEHUB-V-0176","40.728, -74.1647","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0177","NEHUB-V-0177","40.7287, -74.1654","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0178","NEHUB-V-0178","40.7294, -74.1661","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0179","NEHUB-V-0179","40.7301, -74.1668","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0180","NEHUB-V-0180","40.7308, -74.1675","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0181","NEHUB-V-0181","40.7315, -74.1682","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0182","NEHUB-V-0182","40.7322, -74.1689","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0183","NEHUB-V-0183","40.7329, -74.1696","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0184","NEHUB-V-0184","40.7336, -74.1703","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0185","NEHUB-V-0185","40.7343, -74.171","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0186","NEHUB-V-0186","40.735, -74.1717","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0187","NEHUB-V-0187","40.7357, -74.1724","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0188","NEHUB-V-0188","40.7364, -74.1731","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0189","NEHUB-V-0189","40.7371, -74.1738","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0190","NEHUB-V-0190","40.7378, -74.1745","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0191","NEHUB-V-0191","41.2357, -73.6724","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0192","NEHUB-V-0192","41.2357, -73.6724","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0193","NEHUB-V-0193","41.2357, -73.6724","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0194","NEHUB-V-0194","41.2357, -73.6724","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0195","NEHUB-V-0195","41.2357, -73.6724","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0196","NEHUB-V-0196","40.742, -74.1787","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0197","NEHUB-V-0197","40.7427, -74.1794","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0198","NEHUB-V-0198","40.7434, -74.1801","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0199","NEHUB-V-0199","40.7441, -74.1808","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0200","NEHUB-V-0200","40.7273, -74.164","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"NEHUB-DEV-0201","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0202","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0203","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0204","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0205","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0206","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0207","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0208","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0209","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0210","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0211","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0212","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0213","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0214","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0215","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0216","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0217","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0218","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0219","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"NEHUB-DEV-0220","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0001","SEDEPOT-V-0001","32.0732, -81.0835","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0002","SEDEPOT-V-0002","32.0739, -81.0842","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0003","SEDEPOT-V-0003","32.0746, -81.0849","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0004","SEDEPOT-V-0004","32.0753, -81.0856","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0005","SEDEPOT-V-0005","32.076, -81.0863","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0006","SEDEPOT-V-0006","32.0767, -81.087","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0007","SEDEPOT-V-0007","32.0774, -81.0877","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0008","SEDEPOT-V-0008","32.0781, -81.0884","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0009","SEDEPOT-V-0009","32.0788, -81.0891","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0010","SEDEPOT-V-0010","32.0795, -81.0898","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0011","SEDEPOT-V-0011","32.0802, -81.0905","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0012","SEDEPOT-V-0012","32.0809, -81.0912","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0013","SEDEPOT-V-0013","32.0816, -81.0919","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0014","SEDEPOT-V-0014","32.0823, -81.0926","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0015","SEDEPOT-V-0015","32.083, -81.0933","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0016","SEDEPOT-V-0016","32.0837, -81.094","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0017","SEDEPOT-V-0017","32.0844, -81.0947","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0018","SEDEPOT-V-0018","32.0851, -81.0954","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0019","SEDEPOT-V-0019","32.0858, -81.0961","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0020","SEDEPOT-V-0020","32.0865, -81.0968","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0021","SEDEPOT-V-0021","32.0872, -81.0975","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0022","SEDEPOT-V-0022","32.0879, -81.0982","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0023","SEDEPOT-V-0023","32.0886, -81.0989","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0024","SEDEPOT-V-0024","32.0893, -81.0996","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0025","SEDEPOT-V-0025","32.0725, -81.0828","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0026","SEDEPOT-V-0026","32.0732, -81.0835","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0027","SEDEPOT-V-0027","32.0739, -81.0842","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0028","SEDEPOT-V-0028","32.0746, -81.0849","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0029","SEDEPOT-V-0029","32.0753, -81.0856","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0030","SEDEPOT-V-0030","32.076, -81.0863","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0031","SEDEPOT-V-0031","32.0767, -81.087","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0032","SEDEPOT-V-0032","32.0774, -81.0877","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0033","SEDEPOT-V-0033","32.0781, -81.0884","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0034","SEDEPOT-V-0034","32.0788, -81.0891","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0035","SEDEPOT-V-0035","32.0795, -81.0898","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0036","SEDEPOT-V-0036","32.0802, -81.0905","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0037","SEDEPOT-V-0037","32.0809, -81.0912","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0038","SEDEPOT-V-0038","32.0816, -81.0919","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0039","SEDEPOT-V-0039","32.0823, -81.0926","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0040","SEDEPOT-V-0040","32.083, -81.0933","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0041","SEDEPOT-V-0041","32.0837, -81.094","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0042","SEDEPOT-V-0042","32.0844, -81.0947","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0043","SEDEPOT-V-0043","32.0851, -81.0954","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0044","SEDEPOT-V-0044","32.0858, -81.0961","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0045","SEDEPOT-V-0045","32.0865, -81.0968","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0046","SEDEPOT-V-0046","32.0872, -81.0975","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0047","SEDEPOT-V-0047","32.0879, -81.0982","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0048","SEDEPOT-V-0048","32.0886, -81.0989","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0049","SEDEPOT-V-0049","32.0893, -81.0996","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0050","SEDEPOT-V-0050","32.0725, -81.0828","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0051","SEDEPOT-V-0051","32.0732, -81.0835","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0052","SEDEPOT-V-0052","32.0739, -81.0842","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0053","SEDEPOT-V-0053","32.0746, -81.0849","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0054","SEDEPOT-V-0054","32.0753, -81.0856","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0055","SEDEPOT-V-0055","32.076, -81.0863","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0056","SEDEPOT-V-0056","32.0767, -81.087","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0057","SEDEPOT-V-0057","32.0774, -81.0877","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0058","SEDEPOT-V-0058","32.0781, -81.0884","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0059","SEDEPOT-V-0059","32.0788, -81.0891","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0060","SEDEPOT-V-0060","32.0795, -81.0898","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0061","SEDEPOT-V-0061","32.0802, -81.0905","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0062","SEDEPOT-V-0062","32.0809, -81.0912","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0063","SEDEPOT-V-0063","32.0816, -81.0919","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0064","SEDEPOT-V-0064","32.0823, -81.0926","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0065","SEDEPOT-V-0065","32.083, -81.0933","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0066","SEDEPOT-V-0066","32.0837, -81.094","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0067","SEDEPOT-V-0067","32.0844, -81.0947","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
