deviceSerial,imei,deviceCategory,deviceModel,provider,firmwareVersion,status,deviceState,branchCode,vehicleCode,driverName,lastSeenAt,revokedAt,createdAt
NEHUB-DEV-0055,990000001000275,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0056,990000001000276,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0057,990000001000277,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0058,990000001000278,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0059,990000001000279,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0060,990000001000280,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0061,990000001000281,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0062,990000001000282,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0063,990000001000283,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0064,990000001000284,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0065,990000001000285,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0066,990000001000286,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0067,990000001000287,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0068,990000001000288,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0069,990000001000289,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0070,990000001000290,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0071,990000001000291,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0072,990000001000292,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0073,990000001000293,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0074,990000001000294,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0075,990000001000295,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0076,990000001000296,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0077,990000001000297,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0078,990000001000298,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0079,990000001000299,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0080,990000001000300,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0081,990000001000301,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0082,990000001000302,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0083,990000001000303,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0084,990000001000304,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0085,990000001000305,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0086,990000001000306,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0087,990000001000307,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0088,990000001000308,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0089,990000001000309,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0090,990000001000310,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0091,990000001000311,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0092,990000001000312,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0093,990000001000313,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0094,990000001000314,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0095,990000001000315,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0096,990000001000316,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0097,990000001000317,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0098,990000001000318,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0099,990000001000319,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0100,990000001000320,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0101,990000001000321,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0102,990000001000322,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0103,990000001000323,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0104,990000001000324,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0105,990000001000325,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0106,990000001000326,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0107,990000001000327,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0108,990000001000328,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0109,990000001000329,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0110,990000001000330,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0111,990000001000331,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0112,990000001000332,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0113,990000001000333,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0114,990000001000334,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0115,990000001000335,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0116,990000001000336,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0117,990000001000337,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0118,990000001000338,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0119,990000001000339,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0120,990000001000340,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0121,990000001000341,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0122,990000001000342,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0123,990000001000343,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0124,990000001000344,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0125,990000001000345,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0126,990000001000346,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0127,990000001000347,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0128,990000001000348,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0129,990000001000349,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0130,990000001000350,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0131,990000001000351,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0132,990000001000352,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0133,990000001000353,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0134,990000001000354,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0135,990000001000355,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0136,990000001000356,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0137,990000001000357,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0138,990000001000358,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0139,990000001000359,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0140,990000001000360,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0141,990000001000361,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0142,990000001000362,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0143,990000001000363,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0144,990000001000364,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0145,990000001000365,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0146,990000001000366,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0147,990000001000367,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0148,990000001000368,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0149,990000001000369,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0150,990000001000370,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0151,990000001000371,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0152,990000001000372,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0153,990000001000373,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0154,990000001000374,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0155,990000001000375,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0156,990000001000376,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0157,990000001000377,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0158,990000001000378,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0159,990000001000379,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0160,990000001000380,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0161,990000001000381,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0162,990000001000382,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0163,990000001000383,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0164,990000001000384,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0165,990000001000385,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0166,990000001000386,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0167,990000001000387,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0168,990000001000388,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0169,990000001000389,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0170,990000001000390,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0171,990000001000391,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0172,990000001000392,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0173,990000001000393,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0174,990000001000394,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0175,990000001000395,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0176,990000001000396,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0177,990000001000397,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0178,990000001000398,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0179,990000001000399,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0180,990000001000400,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0181,990000001000401,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0182,990000001000402,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0183,990000001000403,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0184,990000001000404,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0185,990000001000405,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0186,990000001000406,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0187,990000001000407,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0188,990000001000408,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0189,990000001000409,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0190,990000001000410,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0191,990000001000411,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0192,990000001000412,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0193,990000001000413,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0194,990000001000414,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0195,990000001000415,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0196,990000001000416,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0197,990000001000417,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0198,990000001000418,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0199,990000001000419,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0200,990000001000420,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0201,990000001000421,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0202,990000001000422,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0203,990000001000423,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0204,990000001000424,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0205,990000001000425,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0206,990000001000426,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0207,990000001000427,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0208,990000001000428,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0209,990000001000429,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0210,990000001000430,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.9,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0211,990000001000431,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.0,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0212,990000001000432,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.1,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0213,990000001000433,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.2,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0214,990000001000434,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.3,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0215,990000001000435,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.4,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0216,990000001000436,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.5,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0217,990000001000437,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.6,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0218,990000001000438,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.7,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
NEHUB-DEV-0219,990000001000439,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.8,Active,Provisioned,NE-HUB,,,,,08/26/2026 01:22:33
