vehicleCode,branchCode,type,make,model,year,vehicleClass,vin,vinExceptionType,alternateIdentifier,plateNumber,plateJurisdiction,status,odometerMiles,deviceStatus
NEHUB-V-0046,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0046,NJ-0046,NJ,Available,406274.00,Unknown
NEHUB-V-0047,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0047,NJ-0047,NJ,Available,414193.00,Unknown
NEHUB-V-0048,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0048,NJ-0048,NJ,Available,422112.00,Unknown
NEHUB-V-0049,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0049,NJ-0049,NJ,Available,430031.00,Unknown
NEHUB-V-0050,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0050,NJ-0050,NJ,Available,437950.00,Unknown
NEHUB-V-0051,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0051,NJ-0051,NJ,Available,445869.00,Unknown
NEHUB-V-0052,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0052,NJ-0052,NJ,Available,453788.00,Unknown
NEHUB-V-0053,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0053,NJ-0053,NJ,Available,461707.00,Unknown
NEHUB-V-0054,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0054,NJ-0054,NJ,Available,469626.00,Unknown
NEHUB-V-0055,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0055,NJ-0055,NJ,Available,477545.00,Unknown
NEHUB-V-0056,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0056,NJ-0056,NJ,Available,485464.00,Unknown
NEHUB-V-0057,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0057,NJ-0057,NJ,Available,493383.00,Unknown
NEHUB-V-0058,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0058,NJ-0058,NJ,Available,501302.00,Unknown
NEHUB-V-0059,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0059,NJ-0059,NJ,Available,509221.00,Unknown
NEHUB-V-0060,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0060,NJ-0060,NJ,Maintenance,517140.00,Unknown
NEHUB-V-0061,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0061,NJ-0061,NJ,Available,525059.00,Unknown
NEHUB-V-0062,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0062,NJ-0062,NJ,Available,532978.00,Unknown
NEHUB-V-0063,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0063,NJ-0063,NJ,Available,540897.00,Unknown
NEHUB-V-0064,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0064,NJ-0064,NJ,Available,548816.00,Unknown
NEHUB-V-0065,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0065,NJ-0065,NJ,Available,556735.00,Unknown
NEHUB-V-0066,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0066,NJ-0066,NJ,Available,564654.00,Unknown
NEHUB-V-0067,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0067,NJ-0067,NJ,Available,572573.00,Unknown
NEHUB-V-0068,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0068,NJ-0068,NJ,Available,580492.00,Unknown
NEHUB-V-0069,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0069,NJ-0069,NJ,Available,588411.00,Unknown
NEHUB-V-0070,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0070,NJ-0070,NJ,Available,596330.00,Unknown
NEHUB-V-0071,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0071,NJ-0071,NJ,Available,604249.00,Unknown
NEHUB-V-0072,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0072,NJ-0072,NJ,Available,612168.00,Unknown
NEHUB-V-0073,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0073,NJ-0073,NJ,Available,620087.00,Unknown
NEHUB-V-0074,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0074,NJ-0074,NJ,Available,628006.00,Unknown
NEHUB-V-0075,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0075,NJ-0075,NJ,Available,635925.00,Unknown
NEHUB-V-0076,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0076,NJ-0076,NJ,Available,643844.00,Unknown
NEHUB-V-0077,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0077,NJ-0077,NJ,Available,651763.00,Unknown
NEHUB-V-0078,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0078,NJ-0078,NJ,Available,49682.00,Unknown
NEHUB-V-0079,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0079,NJ-0079,NJ,Available,57601.00,Unknown
NEHUB-V-0080,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0080,NJ-0080,NJ,Maintenance,65520.00,Unknown
NEHUB-V-0081,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0081,NJ-0081,NJ,Available,73439.00,Unknown
NEHUB-V-0082,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0082,NJ-0082,NJ,Available,81358.00,Unknown
NEHUB-V-0083,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0083,NJ-0083,NJ,Available,89277.00,Unknown
NEHUB-V-0084,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0084,NJ-0084,NJ,Available,97196.00,Unknown
NEHUB-V-0085,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0085,NJ-0085,NJ,Available,105115.00,Unknown
NEHUB-V-0086,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0086,NJ-0086,NJ,Available,113034.00,Unknown
NEHUB-V-0087,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0087,NJ-0087,NJ,Available,120953.00,Unknown
NEHUB-V-0088,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0088,NJ-0088,NJ,Available,128872.00,Unknown
NEHUB-V-0089,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0089,NJ-0089,NJ,Available,136791.00,Unknown
NEHUB-V-0090,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0090,NJ-0090,NJ,Available,144710.00,Unknown
NEHUB-V-0091,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0091,NJ-0091,NJ,Available,152629.00,Unknown
NEHUB-V-0092,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0092,NJ-0092,NJ,Available,160548.00,Unknown
NEHUB-V-0093,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0093,NJ-0093,NJ,Available,168467.00,Unknown
NEHUB-V-0094,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0094,NJ-0094,NJ,Available,176386.00,Unknown
NEHUB-V-0095,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0095,NJ-0095,NJ,Available,184305.00,Unknown
NEHUB-V-0096,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0096,NJ-0096,NJ,Available,192224.00,Unknown
NEHUB-V-0097,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0097,NJ-0097,NJ,Available,200143.00,Unknown
NEHUB-V-0098,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0098,NJ-0098,NJ,Available,208062.00,Unknown
NEHUB-V-0099,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0099,NJ-0099,NJ,Available,215981.00,Unknown
NEHUB-V-0100,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0100,NJ-0100,NJ,Maintenance,223900.00,Unknown
NEHUB-V-0101,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0101,NJ-0101,NJ,Available,231819.00,Unknown
NEHUB-V-0102,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0102,NJ-0102,NJ,Available,239738.00,Unknown
NEHUB-V-0103,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0103,NJ-0103,NJ,Available,247657.00,Unknown
NEHUB-V-0104,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0104,NJ-0104,NJ,Available,255576.00,Unknown
NEHUB-V-0105,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0105,NJ-0105,NJ,Available,263495.00,Unknown
NEHUB-V-0106,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0106,NJ-0106,NJ,Available,271414.00,Unknown
NEHUB-V-0107,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0107,NJ-0107,NJ,Available,279333.00,Unknown
NEHUB-V-0108,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0108,NJ-0108,NJ,Available,287252.00,Unknown
NEHUB-V-0109,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0109,NJ-0109,NJ,Available,295171.00,Unknown
NEHUB-V-0110,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0110,NJ-0110,NJ,Available,303090.00,Unknown
NEHUB-V-0111,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0111,NJ-0111,NJ,Available,311009.00,Unknown
NEHUB-V-0112,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0112,NJ-0112,NJ,Available,318928.00,Unknown
NEHUB-V-0113,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0113,NJ-0113,NJ,Available,326847.00,Unknown
NEHUB-V-0114,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0114,NJ-0114,NJ,Available,334766.00,Unknown
NEHUB-V-0115,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0115,NJ-0115,NJ,Available,342685.00,Unknown
NEHUB-V-0116,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0116,NJ-0116,NJ,Available,350604.00,Unknown
NEHUB-V-0117,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0117,NJ-0117,NJ,Available,358523.00,Unknown
NEHUB-V-0118,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0118,NJ-0118,NJ,Available,366442.00,Unknown
NEHUB-V-0119,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0119,NJ-0119,NJ,Available,374361.00,Unknown
NEHUB-V-0120,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0120,NJ-0120,NJ,Maintenance,382280.00,Unknown
NEHUB-V-0121,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0121,NJ-0121,NJ,Available,390199.00,Unknown
NEHUB-V-0122,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0122,NJ-0122,NJ,Available,398118.00,Unknown
NEHUB-V-0123,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0123,NJ-0123,NJ,Available,406037.00,Unknown
NEHUB-V-0124,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0124,NJ-0124,NJ,Available,413956.00,Unknown
NEHUB-V-0125,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0125,NJ-0125,NJ,Available,421875.00,Unknown
NEHUB-V-0126,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0126,NJ-0126,NJ,Available,429794.00,Unknown
NEHUB-V-0127,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0127,NJ-0127,NJ,Available,437713.00,Unknown
NEHUB-V-0128,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0128,NJ-0128,NJ,Available,445632.00,Unknown
NEHUB-V-0129,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0129,NJ-0129,NJ,Available,453551.00,Unknown
NEHUB-V-0130,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0130,NJ-0130,NJ,Available,461470.00,Unknown
NEHUB-V-0131,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0131,NJ-0131,NJ,Available,469389.00,Unknown
NEHUB-V-0132,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0132,NJ-0132,NJ,Available,477308.00,Unknown
NEHUB-V-0133,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0133,NJ-0133,NJ,Available,485227.00,Unknown
NEHUB-V-0134,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0134,NJ-0134,NJ,Available,493146.00,Unknown
NEHUB-V-0135,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0135,NJ-0135,NJ,Available,501065.00,Unknown
NEHUB-V-0136,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0136,NJ-0136,NJ,Available,508984.00,Unknown
NEHUB-V-0137,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0137,NJ-0137,NJ,Available,516903.00,Unknown
NEHUB-V-0138,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0138,NJ-0138,NJ,Available,524822.00,Unknown
NEHUB-V-0139,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0139,NJ-0139,NJ,Available,532741.00,Unknown
NEHUB-V-0140,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0140,NJ-0140,NJ,Maintenance,540660.00,Unknown
NEHUB-V-0141,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0141,NJ-0141,NJ,Available,548579.00,Unknown
NEHUB-V-0142,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0142,NJ-0142,NJ,Available,556498.00,Unknown
NEHUB-V-0143,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0143,NJ-0143,NJ,Available,564417.00,Unknown
NEHUB-V-0144,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0144,NJ-0144,NJ,Available,572336.00,Unknown
NEHUB-V-0145,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0145,NJ-0145,NJ,Available,580255.00,Unknown
NEHUB-V-0146,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0146,NJ-0146,NJ,Available,588174.00,Unknown
NEHUB-V-0147,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0147,NJ-0147,NJ,Available,596093.00,Unknown
NEHUB-V-0148,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0148,NJ-0148,NJ,Available,604012.00,Unknown
NEHUB-V-0149,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0149,NJ-0149,NJ,Available,611931.00,Unknown
NEHUB-V-0150,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0150,NJ-0150,NJ,Available,619850.00,Unknown
NEHUB-V-0151,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0151,NJ-0151,NJ,Available,627769.00,Unknown
NEHUB-V-0152,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0152,NJ-0152,NJ,Available,635688.00,Unknown
NEHUB-V-0153,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0153,NJ-0153,NJ,Available,643607.00,Unknown
NEHUB-V-0154,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0154,NJ-0154,NJ,Available,651526.00,Unknown
NEHUB-V-0155,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0155,NJ-0155,NJ,Available,49445.00,Unknown
NEHUB-V-0156,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0156,NJ-0156,NJ,Available,57364.00,Unknown
NEHUB-V-0157,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0157,NJ-0157,NJ,Available,65283.00,Unknown
NEHUB-V-0158,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0158,NJ-0158,NJ,Available,73202.00,Unknown
NEHUB-V-0159,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0159,NJ-0159,NJ,Available,81121.00,Unknown
NEHUB-V-0160,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0160,NJ-0160,NJ,Maintenance,89040.00,Unknown
NEHUB-V-0161,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0161,NJ-0161,NJ,Available,96959.00,Unknown
NEHUB-V-0162,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0162,NJ-0162,NJ,Available,104878.00,Unknown
NEHUB-V-0163,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0163,NJ-0163,NJ,Available,112797.00,Unknown
NEHUB-V-0164,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0164,NJ-0164,NJ,Available,120716.00,Unknown
NEHUB-V-0165,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0165,NJ-0165,NJ,Available,128635.00,Unknown
NEHUB-V-0166,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0166,NJ-0166,NJ,Available,136554.00,Unknown
NEHUB-V-0167,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0167,NJ-0167,NJ,Available,144473.00,Unknown
NEHUB-V-0168,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0168,NJ-0168,NJ,Available,152392.00,Unknown
NEHUB-V-0169,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0169,NJ-0169,NJ,Available,160311.00,Unknown
NEHUB-V-0170,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0170,NJ-0170,NJ,Available,168230.00,Unknown
NEHUB-V-0171,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0171,NJ-0171,NJ,Available,176149.00,Unknown
NEHUB-V-0172,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0172,NJ-0172,NJ,Available,184068.00,Unknown
NEHUB-V-0173,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0173,NJ-0173,NJ,Available,191987.00,Unknown
NEHUB-V-0174,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0174,NJ-0174,NJ,Available,199906.00,Unknown
NEHUB-V-0175,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0175,NJ-0175,NJ,Available,207825.00,Unknown
NEHUB-V-0176,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0176,NJ-0176,NJ,Available,215744.00,Unknown
NEHUB-V-0177,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0177,NJ-0177,NJ,Available,223663.00,Unknown
NEHUB-V-0178,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0178,NJ-0178,NJ,Available,231582.00,Unknown
NEHUB-V-0179,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0179,NJ-0179,NJ,Available,239501.00,Unknown
NEHUB-V-0180,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0180,NJ-0180,NJ,Maintenance,247420.00,Unknown
NEHUB-V-0181,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0181,NJ-0181,NJ,Available,255339.00,Unknown
NEHUB-V-0182,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0182,NJ-0182,NJ,Available,263258.00,Unknown
NEHUB-V-0183,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0183,NJ-0183,NJ,Available,271177.00,Unknown
NEHUB-V-0184,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0184,NJ-0184,NJ,Available,279096.00,Unknown
NEHUB-V-0185,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0185,NJ-0185,NJ,Available,287015.00,Unknown
NEHUB-V-0186,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0186,NJ-0186,NJ,Available,294934.00,Unknown
NEHUB-V-0187,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0187,NJ-0187,NJ,Available,302853.00,Unknown
NEHUB-V-0188,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0188,NJ-0188,NJ,Available,310772.00,Unknown
NEHUB-V-0189,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0189,NJ-0189,NJ,Available,318691.00,Unknown
NEHUB-V-0190,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0190,NJ-0190,NJ,Available,326610.00,Unknown
NEHUB-V-0191,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0191,NJ-0191,NJ,Available,334529.00,Unknown
